exchange,inputdate,companyName,valueEUR,tradeSignificance
off exchange,20171027,TALKPOOL AG,1698.7565,2
OTC,20171027,IMC SA,3040445.8048,2
Euronext Paris (France),20171027,IPSOS SA,21017.7,3
Euronext Paris (France),20171027,L'AIR LIQUIDE SA,6103404.0,2
off exchange,20171027,L'AIR LIQUIDE SA,4371845.6808,1
Euronext Paris (France),20171027,MEDICREA INTERNATIONAL,40700.0,3
Euronext Paris (France),20171027,NOVACYT,2464.2601,3
Euronext Paris (France),20171027,NOVACYT,7585.7402,3
Euronext Paris (France),20171027,GROUPE EUROTUNNEL SE,4384.755,3
SIX (Switzerland),20171027,AMS AG,1231541.3935,1
CASH SETTLEMENT,20171027,AMS AG,13027.8941,2
CASH SETTLEMENT,20171027,AMS AG,12087.9209,2
CASH SETTLEMENT,20171027,AMS AG,11612.266,2
SIX (Switzerland),20171027,AMS AG,3297515.3008,2
SIX (Switzerland),20171027,AMS AG,4977283.7621,1
OTC,20171027,VEXIM SA,42966700.0,1
CASH SETTLEMENT,20171027,AMS AG,1025714.7628,2
MTA-Borsa Italiana,20171027,WM CAPITAL SPA,33222.3,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,291.9741,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,339.0667,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,1883.7038,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,39.3694,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,188.3704,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,125.4547,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,601.655,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,1883.7038,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,376.7408,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,376.7408,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,1883.7038,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,470.6198,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,558.0472,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,2790.2362,3
Warsaw Stock Exchange (Poland),20171027,BUMECH SA,1860.1575,3
ISE (Dublin),20171027,DONEGAL INVESTMENT GROUP PLC,17625.0,3
NOT OTC,20171028,ALTICE NV,196573.44,3
Euronext Amsterdam (Netherlands),20171028,ALTICE NV,4305235.09,3
off exchange,20171027,QUIXANT PLC,5546.31,1
off exchange,20171027,QUIXANT PLC,2773.155,1
LSE (UK),20171027,QUIXANT PLC,25231.1829,2
off exchange,20171027,QUIXANT PLC,18302.823,1
OTC,20171027,CHAARAT GOLD HLDG LTD,1464395.625,2
OTC,20171027,CHAARAT GOLD HLDG LTD,1464395.625,2
off exchange,20171028,TOMTOM NV,159600.0,1
off exchange,20171028,TOMTOM NV,319200.0,1
off exchange,20171028,TOMTOM NV,266000.0,1
off exchange,20171028,TOMTOM NV,53200.0,1
off exchange,20171028,TOMTOM NV,1036365.0,1
Euronext Amsterdam (Netherlands),20171028,TOMTOM NV,1288650.0,2
off exchange,20171028,TOMTOM NV,399000.0,1
off exchange,20171028,TOMTOM NV,399000.0,1
off exchange,20171023,FOLLICUM AB,10402.0898,2
off exchange,20171026,FOLLICUM AB,33556.0363,2
off exchange,20171026,FOLLICUM AB,18453.9549,2
off exchange,20171006,WEAREQIIWI INTERAC,10501.723,1
off exchange,20171006,WEAREQIIWI INTERAC,10501.723,1
off exchange,20171006,WEAREQIIWI INTERAC,10501.723,1
off exchange,20171012,WEAREQIIWI INTERAC,6711.6715,1
off exchange,20171009,WEAREQIIWI INTERAC,5235.1037,1
off exchange,20171012,WEAREQIIWI INTERAC,3356.9875,1
SIX (Switzerland),20171030,BUCHER INDUSTRIES AG,485747.4666,3
NASDAQ STOCKHOLM AB,20171030,SANDVIK AB,45434.0158,3
NASDAQ STOCKHOLM AB,20171030,ADDTECH AB,87566.3732,1
NASDAQ STOCKHOLM AB,20171030,ADDTECH AB,87566.3732,1
off exchange,20171030,BRIGHTER AB,685.4154,1
Istanbul (Turkey),20171030,NET HOLDING AS,7287.3483,3
MTA-Borsa Italiana,20171030,CENTRO HL DISTRIBUZIONE SPA,21200.0,3
MTA-Borsa Italiana,20171030,CENTRO HL DISTRIBUZIONE SPA,21000.0,3
MTA-Borsa Italiana,20171030,CENTRO HL DISTRIBUZIONE SPA,40200.0,3
NASDAQ STOCKHOLM AB,20171030,ENEA AB,85183.247,3
	FIRST NORTH SWEDEN,20171030,UNIBAP AB,12740.2136,2
Istanbul (Turkey),20171030,ENKA INSAAT VE SANAYI AS,106922.4355,3
Istanbul (Turkey),20171030,ENKA INSAAT VE SANAYI AS,183216.7998,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,7823.2976,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,15376.7999,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,18190.4746,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,6593.9742,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,19353.188,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,10226.8785,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,34300.4725,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,846770.3513,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,25533.8651,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,32578.8603,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,13044.8802,3
Istanbul (Turkey),20171030,MARTI GAYRIMENKUL YATIRIM,411816.5669,3
off exchange,20171030,GOZDE FINANSAL HIZMETLER,10488333.0993,2
OTC,20171030,VALMIERA STIKLA SK,1218862.5,2
OTC,20171030,VALMIERA STIKLA SK,18405465.0,2
OTC,20171030,VALMIERA STIKLA SK,2000000.0,2
off exchange,20171030,ORTAC RESOURCES LTD,45276.0,2
off exchange,20171030,ORTAC RESOURCES LTD,45276.0,2
Bucharest (Romania),20171030,SNGN ROMGAZ SA,4407.894,3
Bucharest (Romania),20171030,OIL TERMINAL CONSTANTA,1339.9326,3
OMX-Copenhagen (Denmark),20171030,ALM BRAND A/S,74238.6676,1
off exchange,20171030,ORTAC RESOURCES LTD,22638.0,2
off exchange,20171030,STRATEGIC MINERALS PLC,272328.0,1
off exchange,20171030,STRATEGIC MINERALS PLC,136164.0,1
off exchange,20171030,STARCOM PLC,5659.4943,2
SIX (Switzerland),20171030,LEONTEQ AG,106717.8029,3
SIX (Switzerland),20171030,VONTOBEL HOLDING AG,374685.7307,3
NASDAQ STOCKHOLM AB,20171030,SERNEKE GROUP AB,2879.4092,3
	FIRST NORTH SWEDEN,20171030,ENERGYO SOLUTIONS RUSSIA AB,4992.062,3
NASDAQ STOCKHOLM AB,20171030,WALLENSTAM BYGGNADS AB,396925.605,3
NASDAQ STOCKHOLM AB,20171030,WALLENSTAM BYGGNADS AB,399744.8895,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,118256.8959,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,58901.9022,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,87034.3569,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,58444.2797,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,57995.7191,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,43156.9706,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28771.3138,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28771.3138,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,40003.9065,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28544.768,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,22835.8144,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,56862.9902,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,45490.3921,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,69940.1187,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,34161.2909,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,71078.7377,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,28431.4951,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,34117.7941,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,113336.3216,3
Istanbul (Turkey),20171030,VERUSATURK GIRISIM,56636.4444,3
market transaction,20171030,STOREBRAND ASA,111229.4524,3
NASDAQ STOCKHOLM AB,20171030,CAPIO AB,32444.5186,3
BATS EUROPE – CXE ORDER BOOKS,20171030,CRAMO OYJ,1910.0,3
not reported,20171030,CREW MINERALS ASA,5375.6949,3
NASDAQ STOCKHOLM AB,20171030,LINDAB INTL AB,72658.422,2
NASDAQ STOCKHOLM AB,20171030,LAMMHULTS DESIGN GROUP AB,21315.6085,3
NASDAQ STOCKHOLM AB,20171030,ACANDO AB,20182.895,3
not reported,20171030,UNITED PLANTATIONS BHD,27631.1633,3
Frankfurt (Germany),20171030,NUCLETRON ELECTRONIC AG,15900.0,3
OTC,20171030,ECHO INVESTMENT SA,499074.5877,1
OTC,20171030,ECHO INVESTMENT SA,199629.6184,1
LSE (UK),20171030,PREMIER ASSET MANAGEMENT,499164.7963,3
Oslobors (Norway),20171030,BORR DRILLING LTD,3710283.5592,2
off exchange,20171030,PHARMACOLOG I UPPSALA AB,13015.7171,2
SIX (Switzerland),20171030,NEBAG,28963.7302,3
NASDAQ STOCKHOLM AB,20171030,SERNEKE GROUP AB,11430.1089,3
market transaction,20171030,ENVITEC SA,1920.0,3
OMX-Helsinki (Finland),20171030,DIGIA PLC,25728.0,3
off exchange,20171030,ATLAS COPCO AB,418019.0138,1
OTC,20171030,ATLAS COPCO AB,564287.177,2
off exchange,20171030,STRATEGIC MINERALS PLC,306369.0,2
off exchange,20171030,STRATEGIC MINERALS PLC,612738.0,2
off exchange,20171030,MANAGEMENT RESOURCE SOLUTION,132222.75,1
London (UK),20171030,MANAGEMENT RESOURCE SOLUTION,16665.4769,3
OTC,20171030,ECHO INVESTMENT SA,499074.5877,2
OTC,20171030,ECHO INVESTMENT SA,199629.6184,2
Wiener Boerse (Austria),20171030,CLEEN ENERGY AG,5113.8,3
Euronext Luxembourg (Luxembourg),20171030,SES SA,19791.0,3
Warsaw Stock Exchange (Poland),20171030,PROCHEM SA,76742.0908,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,432.8366,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,780.5251,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,205.7748,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,1568.1459,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,496.6978,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,709.5683,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,432.8366,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,464.9844,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,308.8504,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,504.8071,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,362.0246,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,362.0246,3
Vilnius Stock Exchange (Lithuania),20170619,EAST WEST AGRO,726.9455,3
NASDAQ STOCKHOLM AB,20171030,NOBIA AB,52419.6636,3
NASDAQ STOCKHOLM AB,20171030,NOBIA AB,82316.7095,3
NASDAQ STOCKHOLM AB,20171030,NOBIA AB,31182.9074,3
SIX (Switzerland),20171030,HYPOTHEKARBANK LENZBURG,23071.7841,3
NASDAQ STOCKHOLM AB,20171030,DOMETIC GROUP AB,87113.0873,3
MTA-Borsa Italiana,20171030,BANCA MEDIOLANUM,143314.0,2
Italian regulated market (Italy),20171030,BEGHELLI SPA,12450.0,3
MTA-Borsa Italiana,20171030,BANCA MEDIOLANUM,14500.0,2
derivative market (Italy),20171030,BENI STABILI SPA,331448.25,3
NASDAQ STOCKHOLM AB,20171030,SPORTAMORE AB,30606.0113,3
market transaction,20171030,PAPELES & CARTONES EUROPA SA,17640.0,3
Bolsa de Madrid (Spain),20171030,BANKINTER,40500.0,3
market transaction,20171030,PAPELES & CARTONES EUROPA SA,29999.1,3
Bolsa de Madrid (Spain),20171030,INMOBILIARIA DEL SUR SA,21200.0,3
off exchange,20171030,GOZDE FINANSAL HIZMETLER,10488333.0993,2
not reported,20171030,RANDALL & QUILTER INV HLDGS,534902.9564,2
not reported,20171030,RANDALL & QUILTER INV HLDGS,183441.6904,2
off exchange,20171030,MSC GROUP AB,1235.6874,1
Warsaw Stock Exchange (Poland),20171030,ORBIS SA,2928.3261,3
off exchange,20171030,RAVEN RUSSIA,477191.8351,1
off exchange,20171030,RAVEN RUSSIA,86620.7302,1
off exchange,20171030,ABB LTD,313006.3403,1
off exchange,20171030,ABB LTD,293811.8256,1
off exchange,20171030,ABB LTD,262939.7046,1
off exchange,20171030,RAVEN RUSSIA,36538.9545,1
off exchange,20171030,RAVEN RUSSIA,36299.9877,1
off exchange,20171030,RAVEN RUSSIA,1218.3772,1
Warsaw Stock Exchange (Poland),20171030,ELEKTROCIEPLOWNIA BEDZIN AS,88746.1018,2
Warsaw Stock Exchange (Poland),20171030,ELEKTROCIEPLOWNIA BEDZIN AS,138564.4511,2
Warsaw Stock Exchange (Poland),20171030,ELEKTROCIEPLOWNIA BEDZIN AS,63263.9893,2
Oslobors (Norway),20171030,BULK INVEST ASA,17623.8469,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,1600.0,3
Euronext Paris (France),20171030,DEINOVE,421063.2028,1
off exchange,20171030,VEXIM SA,203206.1121,1
off exchange,20171030,VEXIM SA,76440.0001,1
off exchange,20171030,VEXIM SA,149204.9999,1
Euronext Paris (France),20171030,VEXIM SA,2390000.0,1
Euronext Paris (France),20171030,PROLOGUE,17000.0005,3
Euronext Paris (France),20171030,PROLOGUE,8119.9998,3
Euronext Paris (France),20171030,LINEDATA SERVICES,340798.0,3
Euronext Paris (France),20171030,LINEDATA SERVICES,790599.9994,3
Euronext Paris (France),20171030,PRODWAYS,107162.0,3
Euronext Paris (France),20171030,NOVACYT,4009.2801,3
NASDAQ STOCKHOLM AB,20171030,NOBIA AB,10431427.0645,3
SIX (Switzerland),20171030,AMS AG,1540737.199,3
CASH SETTLEMENT,20171030,AMS AG,186.6481,2
CASH SETTLEMENT,20171030,AMS AG,15375.1406,2
Euronext Bruxelles (Belgium),20171030,VGP N.V.,13215832.0,1
off exchange,20171030,CARE PROPERTY INVEST NV,5614.56,2
market transaction,20171030,PETROFRONTIER CORP,133.211,3
Euronext Bruxelles (Belgium),20171030,VGP N.V.,41626032.0,1
	FIRST NORTH SWEDEN,20171030,SJR IN SCANDINAVIA AB,11558.6953,3
Warsaw Stock Exchange (Poland),20171030,SYGNITY SA,20071.7736,3
Warsaw Stock Exchange (Poland),20171030,SYGNITY SA,5567.1913,3
market transaction,20171030,KERNEL HOLDING SA,88722.069,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,55.233,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,1152.787,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,405.72,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,1575.0,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,630.0,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,698.676,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,72.135,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,2381.4,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,644.467,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,1575.0,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,446.6,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,2392.5,3
Euronext Lisbon (Portugal),20171030,TEIXEIRA DUARTE SA,350.9,3
Warsaw Stock Exchange (Poland),20171030,BUMECH SA,128592.8839,3
off exchange,20171030,GREENCOAT UK WIND PLC,33900.0202,2
off exchange,20171030,GREENCOAT UK WIND PLC,30447.5101,2
LSE (UK),20171030,VPC SPECIALTY LENDING INV,65192.8898,3
off exchange,20171030,GREENCOAT UK WIND PLC,26486.46,2
Warsaw Stock Exchange (Poland),20171031,NETIA HOLDINGS SA,1076937.6704,1
Euronext Paris (France),20171030,VIRBAC SA,49725.0,3
Euronext Paris (France),20171030,VIRBAC SA,24840.0,3
NASDAQ STOCKHOLM AB,20171030,PLATZER FASTIGHETER AB,20591.0771,3
SIX (Switzerland),20171031,BUCHER INDUSTRIES AG,216205.4654,3
NASDAQ STOCKHOLM AB,20171031,NOBIA AB,15875.597,3
Frankfurt (Germany),20171030,UCA AG,1600.0,3
Istanbul (Turkey),20171031,MISTRAL GAYRIMENKU,12432.5749,3
Istanbul (Turkey),20171031,KEREVITAS GIDA SAN,22808.4507,1
LSE (UK),20171031,K3 CAPITAL GROUP PLC,4244.625,3
Oslobors (Norway),20171031,SPAREBK 1 NORDVEST,61098.8256,3
Euronext Amsterdam (Netherlands),20171031,UNILEVER NV,48860.0,3
Euronext Amsterdam (Netherlands),20171031,FUGRO NV,26300.0,3
off exchange,20171031,FIAT CHRYSLER AUTOMOBILES NV,0.0,1
Euronext Amsterdam (Netherlands),20171031,FIAT CHRYSLER AUTOMOBILES NV,14810000.0,1
OMX-Helsinki (Finland),20171031,HUHTAMAKI OYJ,457088.7968,3
OMX-Helsinki (Finland),20171031,HUHTAMAKI OYJ,39197.4528,3
OMX-Helsinki (Finland),20171031,HUHTAMAKI OYJ,7460.9391,3
OMX-Helsinki (Finland),20171031,HUHTAMAKI OYJ,2821.88,3
SIX (Switzerland),20171031,NEBAG,4571.7092,3
Bucharest (Romania),20171031,BANCA TRANSILVANIA SA,17721.5716,3
Bucharest (Romania),20171031,OIL TERMINAL CONSTANTA,1949.0317,3
Bucharest (Romania),20171031,BANCA TRANSILVANIA SA,15135.1376,3
Bucharest (Romania),20171031,AUTONOVA SA SATU MARE,73.104,3
Reykjavik (Iceland),20171031,SKELJUNGUR HF,605352.7471,1
Reykjavik (Iceland),20171031,SKELJUNGUR HF,605352.7471,1
SIX (Switzerland),20171031,HYPOTHEKARBANK LENZBURG,23161.544,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188100.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188200.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188300.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188400.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188200.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188500.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188500.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188600.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188500.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,188700.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,149624.0,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,338593.92,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,48885.5458,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,3595.4254,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,3614.8252,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,1434.4544,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,2854.5643,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,5748.0822,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,15835.4532,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,6420.5565,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,22519.1385,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,2355257.9648,3
NASDAQ STOCKHOLM AB,20171031,ALIMAK GROUP AB,19585.385,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,217055.7,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,41850.9,3
market transaction,20171031,ABERTIS INFRAESTRUCTURAS SA,197740.52,3
OMX-Copenhagen (Denmark),20171031,ALM BRAND A/S,62004.6898,1
LSE (UK),20171031,MITON GROUP PLC,124845.3675,3
off exchange,20171031,AKER BP ASA,173494014.6735,1
SIX (Switzerland),20171031,U-BLOX HOLDING AG,339012.5437,3
market transaction,20171031,SES SA,183495.0,3
Oslobors (Norway),20171031,PGS-PETROLEUM GEO-SERVICES,32050.5477,3
Oslobors (Norway),20171031,PGS-PETROLEUM GEO-SERVICES,51407.2878,3
NASDAQ STOCKHOLM AB,20171031,MEDICOVER HOLDING SA,531345.6028,3
SIX (Switzerland),20171031,VONTOBEL HOLDING AG,316944.8112,3
Budapest (Hungary),20171031,KEY SOFT CMP TECH PLC,16953.0655,2
off exchange,20171031,KEY SOFT CMP TECH PLC,16953.0655,2
off exchange,20171031,AKER BP ASA,130102072.8543,1
Vilnius Stock Exchange (Lithuania),20171031,EAST WEST AGRO,1863.0,3
Vilnius Stock Exchange (Lithuania),20171031,EAST WEST AGRO,3870.1,3
off exchange,20171031,CASSANDRA OIL AB,523.0668,2
LSE (UK),20171031,AMERISUR RESOURCES PLC,33873.8587,3
off exchange,20171031,CASSANDRA OIL AB,1827.9569,2
OMX-Helsinki (Finland),20171031,YIT CORP,13080.0,3
not reported,20171031,UNITED PLANTATIONS BHD,70645.2234,3
not reported,20171031,UNITED PLANTATIONS BHD,36482.2832,3
SIX (Switzerland),20171031,ALPINE SELECT AG,10453.3181,3
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
LSE (UK),20171031,RICARDO PLC,760545.6219,2
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
LSE (UK),20171031,RICARDO PLC,144128.1302,1
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
off exchange,20171031,RICARDO PLC,0.0,1
LSE (UK),20171031,RICARDO PLC,124231.404,1
off exchange,20171031,RICARDO PLC,0.0,1
LSE (UK),20171031,RICARDO PLC,11904.5802,2
off exchange,20171031,RICARDO PLC,0.0,1
LSE (UK),20171031,RICARDO PLC,79419.6274,2
off exchange,20171031,RICARDO PLC,0.0,1
SIBE (Spain),20171031,MIQUEL & COSTAS & MIQUEL SA,148550.0,3
NASDAQ OMX EUROPE,20171031,CITYCON OYJ,326350.1684,1
London (UK),20171031,SURGICAL INNOVATIONS GRP PLC,18722.55,3
AKTIETORGET,20171031,PHASE HOLOGRAPHIC IMAGING,62699.8959,3
AKTIETORGET,20171031,PHASE HOLOGRAPHIC IMAGING,17642.4843,3
ISE (Dublin),20171031,DONEGAL INVESTMENT GROUP PLC,7250.0,3
OTC,20171031,PLATZER FASTIGHETER AB,5451184.2499,2
OTC,20171031,PLATZER FASTIGHETER AB,5451184.2499,2
NASDAQ STOCKHOLM AB,20171031,SWEDBANK AB,3241.3976,3
off exchange,20171031,HELIOSPECTRA AB,3059.8629,2
market transaction,20171031,LIBERBANK SA,11317.92,3
market transaction,20171031,LIBERBANK SA,2639.86,3
market transaction,20171031,LIBERBANK SA,1026.09,3
market transaction,20171031,LIBERBANK SA,1026.09,3
market transaction,20171031,LIBERBANK SA,2196.09,3
market transaction,20171031,LIBERBANK SA,15502.11,3
market transaction,20171031,LIBERBANK SA,1410.24,3
LSE (UK),20171031,SCOTTISH INVESTMENT TR PLC,23901.0371,2
Stuttgart (Germany),20171031,AUTOBANK AG,494.9,3
market transaction,20171031,BREDBAND2 I SKANDINAVIEN AB,20467.6541,3
off exchange,20171031,VATRYGGINGFELAG ISLANDS HF,40878.2604,3
Warsaw Stock Exchange (Poland),20171031,MBANK SA,243073.4176,3
NASDAQ STOCKHOLM AB,20171031,AAK AB,273651.8456,3
OTC,20171031,PANKL RACING SYSTEMS AG,3251403.12,2
OMX-Helsinki (Finland),20171031,QT GROUP,2640.4464,3
NASDAQ STOCKHOLM AB,20171031,CAMURUS AB,123772.7382,3
NASDAQ STOCKHOLM AB,20171031,THULE GROUP AB,7709.8259,3
off exchange,20171031,FINNAIR OYJ,0.0,1
off exchange,20171031,FINNAIR OYJ,0.0,1
Bucharest (Romania),20171031,IAMBA SA,89504.5267,3
off exchange,20171031,BRAEMAR SHIPPING SERVICES,17471.1697,3
off exchange,20171031,BRIGHTER AB,793.9885,1
CASH SETTLEMENT,20171031,SWISSQUOTE GROUP HOLDING LTD,20848.6417,2
CASH SETTLEMENT,20171031,SWISSQUOTE GROUP HOLDING LTD,24382.8633,2
OMX-Helsinki (Finland),20171031,POYRY PLC,64600.6764,3
OMX-Helsinki (Finland),20171031,POYRY PLC,34658.3836,3
off exchange,20171031,SAFE BAG SPA,348750.0,1
derivative market (Italy),20171031,BENI STABILI SPA,265422.13,3
off exchange,20171031,ABB LTD,239600.7814,1
market transaction,20171031,VATRYGGINGFELAG ISLANDS HF,137365.8222,3
Oslobors (Norway),20171031,RENEWABLE ENERGY CORP AS,22121.9886,3
off exchange,20171031,MATTIOLI WOODS,0.0,1
Oslobors (Norway),20171031,BORREGAARD ASA,16536.7132,3
Reykjavik (Iceland),20171031,SKELJUNGUR HF,1565160.818,2
Reykjavik (Iceland),20171031,SKELJUNGUR HF,1467052.8623,2
off exchange,20171031,MONTEBALITO SA,23785.08,3
LSE (UK),20171031,TOTALLY PLC,22694.0,3
market transaction,20171031,OPERA SOFTWARE ASA,1691004.8071,3
off exchange,20171031,GRUPO EZENTIS SA,6673.52,2
Euronext Paris (France),20171031,NEOLIFE,44431.1981,3
Euronext Paris (France),20171031,NEOLIFE,6399.5998,3
Euronext Paris (France),20171031,NEOLIFE,81014.9968,3
Euronext Paris (France),20171031,NEOLIFE,113759.9945,3
NORDIC GROWTH MARKET,20171031,CHORDATE MEDICAL HOLDING AB,8201.8065,3
off exchange,20171031,NEOLIFE,2200.0,1
Euronext Paris (France),20171031,NEOLIFE,2750.0,2
Euronext Paris (France),20171031,NEOLIFE,50000.0,3
Euronext Paris (France),20171031,NEOLIFE,31642.7306,3
Euronext Paris (France),20171031,NEOLIFE,19853.8204,3
off exchange,20171031,NEOLIFE,18000.0003,1
OTC,20171031,KTM INDUSTRIES AG,3251975.822,2
Euronext Paris (France),20171031,NEXITY,226788.8464,3
off exchange,20171031,BOUYGUES SA,34187.0,1
